"FORSA  지포스 GTX650 D5 1GB,FORSA,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,mini 1개,,,O,O,,,,,,방열판+쿨러,145 mm,,최대 64W,78270,http://timg.danawa.com/prod_img/500000/136/806/img/1806136_1.jpg"
"AMD  FirePro W4100 D5 2GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,mini DP 4개,,,,,,,,,방열판+쿨러,,,최대 50W,300200,http://timg.danawa.com/prod_img/500000/778/808/img/2808778_1.jpg"
"리드텍  쿼드로 P5000 D5X 16GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5X(DDR5X),16GB,256-bit,,4개,,,,,,,,,,267 mm,40 mm,최대 180W,3499520,http://timg.danawa.com/prod_img/500000/673/714/img/4714673_1.jpg"
"리드텍  쿼드로 M4000 D5 8GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,O,,O,,,,,,,241 mm,20 mm,최대 120W,1104320,http://timg.danawa.com/prod_img/500000/247/471/img/3471247_1.jpg"
"리드텍  쿼드로 P400 MDP to DP D5 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,64-bit,,3개(mini),,,,,,,,,,,,,181190,http://timg.danawa.com/prod_img/500000/159/055/img/5055159_1.jpg"
"SAPPHIRE  GPRO 6200 D5 4GB,SAPPHIRE,AMD(ATi),GPRO 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,6개 (Mini),,,O,,,,,,,167.64 mm,,50W 미만,418140,http://timg.danawa.com/prod_img/500000/844/339/img/4339844_1.jpg"
"AMD  FirePro W9100 D5 16GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR5(DDR5),16GB,512-bit,,mini DP 6개,O,O,O,,,,,,히트파이프+쿨러,,,최대 275W,6004070,http://timg.danawa.com/prod_img/500000/282/650/img/2650282_1.jpg"
"Colorful  지포스 GT1030 REVENGE D5 2GB LP,Colorful,NVIDIA,지포스 GT10xx,PCIe3.0x4,GDDR5(DDR5),2GB,64-bit,1개,,,,O,,O,,,,방열판+쿨러,167 mm,20 mm,최대 30W,94000,http://timg.danawa.com/prod_img/500000/692/234/img/5234692_1.jpg"
"리드텍  쿼드로 P600 MDP to DP D5 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,4개(mini),,,,,,,,,,,,최대 40W,273400,http://timg.danawa.com/prod_img/500000/173/055/img/5055173_1.jpg"
"리드텍  쿼드로 P1000 MDP to DP D5 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,4개(mini),,,,,,,,,,,,최대 47W,536080,http://timg.danawa.com/prod_img/500000/182/055/img/5055182_1.jpg"
"SAPPHIRE  GPRO 4200 D5 4GB,SAPPHIRE,AMD(ATi),GPRO 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,4개 (Mini),,,O,,,,,,,170 mm,,50W 미만,250100,http://timg.danawa.com/prod_img/500000/652/339/img/4339652_1.jpg"
"엠탑코리아  지포스 GTX650 D5 1GB,엠탑코리아,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,,O,,,,,,방열판+쿨러,146 mm,36 mm,,78270,http://timg.danawa.com/prod_img/500000/303/863/img/1863303_1.jpg"
"AXLE  지포스 GTX650 V2 D5 1GB,AXLE,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,1개,,O,,,,,,,,173 mm,36 mm,최대 64W,79130,http://timg.danawa.com/prod_img/500000/773/993/img/4993773_1.jpg"
"리드텍  쿼드로 P1000 MDP to DVI D5 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,4개(mini),,,,,,,,,,,,최대 47W,555380,http://timg.danawa.com/prod_img/500000/499/183/img/5183499_1.jpg"
"SPARKLE  지포스 FX5500 256MB AGP 가온,SPARKLE,nVidia,지포스 FX 5500,AGP,GDDR(DDR),256MB,128-bit,,,,,,,,,,,방열판,154 mm,14 mm,,49860,http://timg.danawa.com/prod_img/500000/054/732/img/1732054_1.jpg"
"AMD  FirePro W600 D5 2GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,mini 6개,,,,,,,,,방열판+쿨러,,,최대 75W,975660,http://timg.danawa.com/prod_img/500000/991/784/img/1784991_1.jpg"
"리드텍  쿼드로 P600 MDP to DVI D5 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,4개(mini),,,,,,,,,,,,최대 40W,293050,http://timg.danawa.com/prod_img/500000/486/183/img/5183486_1.jpg"
"오존컴퍼니  지포스 GT730 OZ D3 1GB LP,오존컴퍼니,NVIDIA,지포스 GT7xx,PCIe2.0x8,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,150 mm,36 mm,최대 38W,55750,http://timg.danawa.com/prod_img/500000/848/208/img/5208848_1.jpg"
"리드텍  쿼드로 K1200 MDP to DVI D5 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR5(DDR5),4GB,128-bit,,4개,,,O,,,,,,방열판+쿨러,160 mm,20 mm,최대 45W,507760,http://timg.danawa.com/prod_img/500000/567/158/img/3158567_1.jpg"
"FORSA  지포스 GT730 D3 1GB COOL,FORSA,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,,,,,,,,,154 mm,38 mm,,58970,http://timg.danawa.com/prod_img/500000/853/756/img/4756853_1.jpg"
"SAPPHIRE  GPRO 8200 D5 8GB,SAPPHIRE,AMD(ATi),GPRO 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,O,,,,,,,,,최대 140W,729070,http://timg.danawa.com/prod_img/500000/394/989/img/4989394_1.jpg"
"MANLI  지포스 GT1030 Black Frame Mini D5 2GB,MANLI,NVIDIA,지포스 GT10xx,PCIe3.0x4,GDDR5(DDR5),2GB,64-bit,1개,,,,,,O,,,,방열판+쿨러,182 mm,30 mm,,91130,http://timg.danawa.com/prod_img/500000/773/153/img/5153773_1.jpg"
